Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2
Brandon Moreno,Askar Askarov,1,0,34,30,1,4,0,0,Flyweight,S-DEC,3,5:00,94a5aaf573f780ad,D,D,3 Rnd (5-5-5),Dan Miragliotta,Junichiro Kamijo29 - 28.Bladimir Puga27 - 30.Sal D'amato28 - 28.,34 of 82,30 of 63,0.41,0.47,0,0,1,1,385,239,0.41,0.43,0.5,0.8,0.0,1.0,0.33,0.23,1.0,1.0,0.56,0.85,0.58,0.59
Irene Aldana,Vanessa Melo,0,0,125,68,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00,94a5aaf573f780ad,W,L,3 Rnd (5-5-5),Fernando Salas Navarro,Doug Crosby26 - 30.Junichiro Kamijo26 - 30.Brian Puccillo26 - 30.,125 of 333,68 of 250,0.37,0.27,0,0,0,0,0,13,0.29,0.23,0.62,0.32,0.89,0.73,0.37,0.27,1.0,0,0,0,0.38,0.27
Steven Peterson,Martin Bravo,1,0,49,86,0,2,0,0,Featherweight,KO/TKO Spinning Back Fist,2,1:31,94a5aaf573f780ad,L,W,3 Rnd (5-5-5),Herb Dean,Spinning Back Fist Head,86 of 199,49 of 105,0.43,0.46,0,0,0,0,38,1,0.38,0.39,0.61,0.71,0.67,1.0,0.43,0.47,1.0,0.5,0,0.4,0.45,0.49
Jose Quinonez,Carlos Huachin,1,0,60,32,2,0,0,0,Bantamweight,U-DEC,3,5:00,94a5aaf573f780ad,W,L,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato27 - 30.Junichiro Kamijo27 - 30.Bladimir Puga27 - 30.,60 of 117,32 of 115,0.51,0.27,0,0,0,0,252,0,0.45,0.26,0.62,0.24,0.67,0.67,0.43,0.28,0.0,0.0,0.83,0.5,0.55,0.31
Kyle Nelson,Marco Polo Reyes,0,0,12,6,0,0,0,0,Featherweight,KO/TKO Punch,1,1:36,94a5aaf573f780ad,L,W,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,6 of 10,12 of 16,0.6,0.75,0,0,0,0,0,50,0.0,0.67,0.83,1.0,1.0,0,0.43,0.67,1.0,0.77,0,0,0.64,0.75
Angela Hill,Ariane Carnelossi,0,0,92,72,0,0,0,0,Women's Strawweight,KO/TKO Elbow,3,1:56,94a5aaf573f780ad,L,W,3 Rnd (5-5-5),Fernando Salas Navarro,No details provided,72 of 186,92 of 184,0.38,0.5,0,0,0,0,38,59,0.26,0.44,0.58,0.7,0.91,0.0,0.37,0.41,0.5,0.78,0,0,0.42,0.5
Sergio Pettis,Tyson Nam,0,0,96,40,0,0,0,0,Flyweight,U-DEC,3,5:00,94a5aaf573f780ad,W,L,3 Rnd (5-5-5),Herb Dean,Doug Crosby27 - 30.Sal D'amato27 - 30.Rick Winter27 - 30.,96 of 253,40 of 170,0.37,0.23,0,0,0,0,2,46,0.34,0.19,0.38,0.47,0.94,0.83,0.37,0.23,0.71,0.33,1.0,0,0.38,0.25
Paul Craig,Vinicius Moreira,1,0,18,1,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,3:19,94a5aaf573f780ad,L,W,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,1 of 3,18 of 27,0.33,0.66,0,1,0,0,51,128,0.0,0.64,0,1.0,1.0,0,0.33,0.33,0,1.0,0,0.61,0.33,0.77
Bethe Correia,Sijara Eubanks,0,0,59,77,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00,94a5aaf573f780ad,L,W,3 Rnd (5-5-5),Jason Herzog,Doug Crosby28 - 29.Junichiro Kamijo28 - 29.Rick Winter28 - 29.,77 of 169,59 of 127,0.45,0.46,0,0,0,0,144,84,0.42,0.42,0.52,0.63,0.88,0.71,0.39,0.46,0.8,0.56,0.74,0,0.51,0.53
Claudio Puelles,Marcos Mariano,0,0,22,2,4,0,2,0,Lightweight,U-DEC,3,5:00,94a5aaf573f780ad,W,L,3 Rnd (5-5-5),Fernando Salas Navarro,Derek Cleary25 - 30.Brian Puccillo25 - 30.Bladimir Puga25 - 30.,22 of 34,2 of 9,0.64,0.22,2,0,0,0,800,48,0.66,0.0,0.5,0.67,0,0,0.2,0.25,0,0,0.72,0.0,0.87,0.42
Justin Gaethje,Donald Cerrone,1,0,40,17,0,0,0,0,Lightweight,KO/TKO Punch,1,4:18,4834ff149dc9542a,L,W,5 Rnd (5-5-5-5-5),Jerin Valel,Punch to Head At Distance,17 of 52,40 of 61,0.32,0.65,0,0,0,0,0,4,0.27,0.61,0.67,0.0,1.0,0.87,0.33,0.65,0,0.67,0,0.67,0.33,0.66
Glover Teixeira,Nikita Krylov,0,0,43,47,1,2,2,1,Light Heavyweight,S-DEC,3,5:00,4834ff149dc9542a,W,L,3 Rnd (5-5-5),Yves Lavigne,Dave Hagen28 - 29.Mike Bell29 - 28.Sal D'amato28 - 29.,43 of 71,47 of 95,0.6,0.49,2,1,2,1,260,279,0.58,0.3,1.0,0.89,0,1.0,0.49,0.44,1.0,1.0,0.69,1.0,0.71,0.6
Todd Duffee,Jeff Hughes,1,0,30,16,1,0,0,0,Heavyweight,CNC,1,4:03,4834ff149dc9542a,NC,NC,3 Rnd (5-5-5),Kevin Dornan,Eye Poke by Hughes,30 of 66,16 of 29,0.45,0.55,0,0,0,0,115,16,0.42,0.5,0.83,0,0,0.8,0.37,0.61,0.75,0.33,0.67,0,0.51,0.67
Tristan Connelly,Michel Pereira,0,0,64,32,0,2,1,0,Welterweight,U-DEC,3,5:00,4834ff149dc9542a,L,W,3 Rnd (5-5-5),Jason Herzog,Derek Cleary28 - 29.Sal D'amato27 - 29.Dave Hagen27 - 29.,32 of 75,64 of 125,0.42,0.51,0,1,0,0,183,344,0.3,0.48,0.59,0.54,1.0,1.0,0.35,0.32,1.0,0.7,0,0.79,0.52,0.68
Uriah Hall,Antonio Carlos Junior,1,0,34,22,0,3,0,0,Middleweight,S-DEC,3,5:00,4834ff149dc9542a,W,L,3 Rnd (5-5-5),Jerin Valel,David Therien28 - 29.Mike Bell29 - 28.Sal D'amato28 - 29.,34 of 79,22 of 69,0.43,0.31,0,0,0,0,25,642,0.41,0.25,0.75,1.0,0,1.0,0.36,0.28,1.0,1.0,0.65,1.0,0.48,0.55
Misha Cirkunov,Jimmy Crute,0,0,6,21,1,0,1,0,Light Heavyweight,SUB Peruvian Necktie,1,3:38,4834ff149dc9542a,W,L,3 Rnd (5-5-5),Yves Lavigne,Peruvian Necktie On Ground,6 of 10,21 of 35,0.6,0.6,1,0,2,1,148,43,0.5,0.58,1.0,1.0,0,0,0.33,0.67,0.67,0.8,0.75,0.56,0.76,0.62
Augusto Sakai,Marcin Tybura,1,0,15,6,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:59,4834ff149dc9542a,L,W,3 Rnd (5-5-5),Jason Herzog,Punches to Head In Clinch,6 of 7,15 of 27,0.85,0.55,0,0,0,0,0,3,0.5,0.52,1.0,1.0,1.0,0,0.86,0.33,0,1.0,0,1.0,0.86,0.56
Miles Johns,Cole Smith,0,0,31,11,1,1,0,0,Bantamweight,S-DEC,3,5:00,4834ff149dc9542a,L,W,3 Rnd (5-5-5),Jerin Valel,Dave Hagen28 - 29.Derek Cleary29 - 28.Mike Bell28 - 29.,11 of 57,31 of 65,0.19,0.47,0,0,0,1,512,172,0.1,0.47,0.47,0.67,0,0,0.17,0.38,0.5,1.0,0,0.8,0.35,0.61
Hunter Azure,Brad Katona,0,0,41,21,0,3,0,0,Bantamweight,U-DEC,3,5:00,4834ff149dc9542a,L,W,3 Rnd (5-5-5),John Cooper,David Therien28 - 29.Clayton Weich27 - 30.Dave Hagen28 - 29.,21 of 60,41 of 118,0.35,0.34,0,0,0,1,383,29,0.35,0.27,0.29,0.55,0.5,0.71,0.31,0.31,0.67,0.75,0,0.4,0.48,0.41
Chas Skelly,Jordan Griffin,0,0,21,37,1,1,3,2,Featherweight,U-DEC,3,5:00,4834ff149dc9542a,W,L,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato28 - 29.Mike Bell28 - 29.Mitchell Cadlick28 - 29.,21 of 59,37 of 87,0.35,0.42,3,2,1,2,515,177,0.38,0.43,0.14,0.33,0,0,0.34,0.4,0,0,1.0,0.83,0.64,0.54
Louis Smolka,Ryan MacDonald,1,0,59,30,0,0,0,0,Bantamweight,KO/TKO Punch,1,4:43,4834ff149dc9542a,W,L,3 Rnd (5-5-5),John Cooper,Punch to Head At Distance,59 of 115,30 of 80,0.51,0.37,0,0,0,0,9,5,0.44,0.31,0.6,0.55,0.5,1.0,0.51,0.38,0.67,0.0,0,0,0.52,0.38
Austin Hubbard,Kyle Prepolec,0,0,51,44,3,0,0,0,Lightweight,U-DEC,3,5:00,4834ff149dc9542a,L,W,3 Rnd (5-5-5),Kevin Dornan,Mike Bell28 - 29.Clayton Weich28 - 29.David Therien28 - 29.,44 of 122,51 of 112,0.36,0.45,0,0,0,0,47,342,0.26,0.29,0.47,0.54,0.8,0.94,0.35,0.41,1.0,0,0,0.83,0.37,0.57
Khabib Nurmagomedov,Dustin Poirier,0,0,22,12,7,0,2,1,Lightweight,SUB Rear Naked Choke,3,2:06,a79bfbc01b2264d6,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Rear Naked Choke,22 of 41,12 of 39,0.53,0.3,2,1,0,0,531,0,0.46,0.19,1.0,0.29,1.0,0.83,0.37,0.32,1.0,0.0,0.85,0,0.7,0.53
Paul Felder,Edson Barboza,0,0,56,60,0,1,0,0,Lightweight,S-DEC,3,5:00,a79bfbc01b2264d6,L,W,3 Rnd (5-5-5),Herb Dean,Howie Booth30 - 27.David Lethaby28 - 29.Maria Makhmutova27 - 30.,60 of 114,56 of 154,0.52,0.36,0,0,0,0,110,123,0.36,0.3,0.79,0.9,0.88,0.86,0.5,0.35,0,1.0,1.0,0.67,0.58,0.43
Islam Makhachev,Davi Ramos,1,0,43,7,0,0,0,0,Lightweight,U-DEC,3,5:00,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Peter Hickmott,Ben Cartlidge27 - 29.Mark Collett26 - 30.Clemens Werner26 - 30.,43 of 95,7 of 58,0.45,0.12,0,0,0,0,279,25,0.4,0.12,0.7,0.07,1.0,1.0,0.39,0.09,1.0,1.0,0.61,0,0.59,0.34
Curtis Blaydes,Shamil Abdurakhimov,0,0,25,3,5,0,0,0,Heavyweight,KO/TKO Elbow,2,2:22,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Marc Goddard,Elbow to Head From Half Guard,25 of 43,3 of 8,0.58,0.37,0,0,0,0,368,0,0.56,0.43,1.0,0.0,1.0,0,0.2,0.38,0,0,0.7,0,0.62,0.38
Diego Ferreira,Mairbek Taisumov,0,0,109,51,0,0,0,0,Lightweight,U-DEC,3,5:00,a79bfbc01b2264d6,L,W,3 Rnd (5-5-5),Herb Dean,Howie Booth28 - 29.Mark Collett27 - 29.David Lethaby27 - 29.,51 of 160,109 of 326,0.31,0.33,0,0,0,0,1,19,0.29,0.28,0.38,0.54,0.75,0.78,0.32,0.33,0,0.67,0,0,0.32,0.34
Joanne Wood,Andrea Lee,0,0,101,61,2,3,0,0,Women's Flyweight,S-DEC,3,5:00,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Vjacheslav Kiselev,Ben Cartlidge29 - 28.Pawel Harasim27 - 30.Maria Makhmutova28 - 29.,101 of 230,61 of 137,0.43,0.44,0,0,0,0,133,259,0.29,0.18,0.42,0.67,0.83,0.88,0.42,0.43,0.88,0.67,0,1.0,0.54,0.56
Zubaira Tukhugov,Lerone Murphy,1,0,22,28,6,0,0,2,Featherweight,S-DEC,3,5:00,a79bfbc01b2264d6,D,D,3 Rnd (5-5-5),Herb Dean,Howie Booth29 - 28.David Lethaby28 - 29.Clemens Werner28 - 28.,22 of 58,28 of 78,0.37,0.35,0,2,1,1,570,11,0.38,0.22,0.4,0.65,0,1.0,0.27,0.32,0.64,1.0,0.5,1.0,0.41,0.56
Sarah Moras,Liana Jojua,0,0,44,19,0,2,1,0,Women's Bantamweight,KO/TKO Elbows,3,2:26,a79bfbc01b2264d6,L,W,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Mount,19 of 45,44 of 88,0.42,0.5,0,1,0,1,140,397,0.32,0.45,1.0,0.86,1.0,1.0,0.39,0.31,1.0,0.5,0.67,0.77,0.58,0.68
Ottman Azaitar,Teemu Packalen,1,0,27,8,0,0,0,0,Lightweight,KO/TKO Punch,1,3:33,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Peter Hickmott,Punch to Head At Distance,27 of 53,8 of 19,0.5,0.42,0,0,0,0,11,0,0.5,0.25,0.33,0.83,1.0,0.0,0.45,0.23,0.73,0.83,0.5,0,0.51,0.42
Belal Muhammad,Takashi Sato,0,0,49,29,2,1,1,0,Welterweight,SUB Rear Naked Choke,3,1:55,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Vjacheslav Kiselev,Rear Naked Choke,49 of 106,29 of 89,0.46,0.32,1,0,0,0,150,38,0.47,0.29,0.37,0.5,1.0,1.0,0.43,0.33,0.75,0,1.0,0,0.53,0.36
Muslim Salikhov,Nordine Taleb,1,0,10,6,0,0,0,0,Welterweight,KO/TKO Punch,1,4:26,a79bfbc01b2264d6,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,6 of 26,10 of 23,0.23,0.43,0,0,0,0,0,2,0.19,0.1,0.0,0.33,0.6,1.0,0.24,0.43,0,0,0.0,0,0.23,0.43
Omari Akhmedov,Zak Cummings,0,0,26,17,2,0,0,0,Middleweight,U-DEC,3,5:00,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Uknown referee,Howie Booth27 - 30.Pawel Harasim28 - 29.Maria Makhmutova28 - 29.,26 of 77,17 of 69,0.33,0.24,0,0,0,0,219,0,0.23,0.12,0.5,0.29,1.0,0.82,0.31,0.25,0.0,0,0.62,0,0.44,0.32
Don Madge,Fares Ziam,0,0,21,10,3,0,0,0,Lightweight,U-DEC,3,5:00,a79bfbc01b2264d6,W,L,3 Rnd (5-5-5),Peter Hickmott,Ben Cartlidge27 - 30.Mark Collett27 - 30.David Lethaby28 - 29.,21 of 49,10 of 31,0.42,0.32,0,0,0,0,575,147,0.31,0.23,0.86,0.5,0.67,1.0,0.3,0.32,0.38,0.5,0.71,0.0,0.65,0.73
Zhang Weili,Jessica Andrade,1,0,29,4,0,0,0,0,Women's Strawweight,KO/TKO Punch,1,0:42,2c104b7e59a72629,L,W,5 Rnd (5-5-5-5-5),Leon Roberts,Punch to Head At Distance,4 of 12,29 of 38,0.33,0.76,0,0,0,0,5,1,0.22,0.64,0.5,1.0,1.0,1.0,0.27,0.65,1.0,1.0,0,0.5,0.33,0.76
Li Jingliang,Elizeu Zaleski dos Santos,3,0,59,54,2,0,0,0,Welterweight,KO/TKO Punches,3,4:51,2c104b7e59a72629,W,L,3 Rnd (5-5-5),John Sharp,Punches to Head At Distance,59 of 128,54 of 160,0.46,0.33,0,0,0,0,22,24,0.42,0.2,0.67,0.64,0.71,0.77,0.42,0.33,0.73,0.75,1.0,0,0.46,0.34
Kai Kara-France,Mark De La Rosa,1,0,91,60,1,1,0,0,Flyweight,U-DEC,3,5:00,2c104b7e59a72629,W,L,3 Rnd (5-5-5),Steve Perceval,Anthony Dimitriou27 - 30.Garth Harriman28 - 29.Albert Shen27 - 30.,91 of 193,60 of 195,0.47,0.3,0,0,0,0,19,72,0.4,0.29,0.47,0.4,0.86,0.45,0.46,0.3,0.67,0.67,0.57,0,0.48,0.32
Song Kenan,Derrick Krantz,0,0,58,33,0,3,0,1,Welterweight,U-DEC,3,5:00,2c104b7e59a72629,W,L,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou28 - 29.Evan Field28 - 29.Howard Hughes28 - 29.,58 of 128,33 of 85,0.45,0.38,0,1,1,1,35,338,0.45,0.31,0.32,0.86,0.73,1.0,0.44,0.38,0.67,0.25,0,0.67,0.47,0.5
Mizuki,Wu Yanan,0,0,93,123,0,0,0,0,Women's Flyweight,S-DEC,3,5:00,2c104b7e59a72629,L,W,3 Rnd (5-5-5),Thomas Fan,Barry Foley28 - 29.Garth Harriman28 - 29.Albert Shen29 - 28.,123 of 270,93 of 204,0.45,0.45,0,0,0,0,29,36,0.33,0.44,0.8,0.78,0.81,0,0.4,0.41,0.8,0.86,0,0,0.48,0.48
Anthony Hernandez,JunYong Park,0,0,59,81,6,0,1,0,Middleweight,SUB Anaconda Choke,2,4:39,2c104b7e59a72629,L,W,3 Rnd (5-5-5),Steve Perceval,Anaconda Choke On Ground,81 of 148,59 of 110,0.54,0.53,0,1,0,0,16,273,0.54,0.5,0.83,1.0,0,1.0,0.54,0.51,0.67,0.5,0,1.0,0.55,0.57
Sumudaerji,Andre Soukhamthath,0,0,93,23,1,0,0,0,Bantamweight,U-DEC,3,5:00,2c104b7e59a72629,W,L,3 Rnd (5-5-5),Thomas Fan,Anthony Dimitriou26 - 30.Evan Field25 - 30.Albert Shen26 - 30.,93 of 157,23 of 72,0.59,0.31,0,0,0,0,216,87,0.57,0.24,0.59,0.44,0.85,0.75,0.58,0.31,1.0,0.5,0.6,0.25,0.61,0.36
Da Woon Jung,Khadis Ibragimov,0,0,81,88,0,1,1,0,Light Heavyweight,SUB Guillotine Choke,3,1:59,2c104b7e59a72629,W,L,3 Rnd (5-5-5),Leon Roberts,Guillotine Choke Standing,81 of 190,88 of 167,0.42,0.52,1,0,0,0,5,190,0.39,0.52,0.86,0.8,0,1.0,0.39,0.51,0.92,0.6,0,0,0.44,0.54
Damir Ismagulov,Thiago Moises,1,0,71,36,0,0,0,0,Lightweight,U-DEC,3,5:00,2c104b7e59a72629,W,L,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou26 - 30.Garth Harriman27 - 30.Albert Shen27 - 30.,71 of 188,36 of 114,0.37,0.31,0,0,0,0,77,24,0.21,0.18,0.62,0.7,1.0,0.81,0.35,0.29,0.67,1.0,0.65,0,0.38,0.32
Alatengheili,Batgerel Danaa,0,0,36,85,3,0,0,0,Bantamweight,U-DEC,3,5:00,2c104b7e59a72629,W,L,3 Rnd (5-5-5),Steve Perceval,Mark Craig27 - 29.Evan Field27 - 29.Barry Foley27 - 29.,36 of 89,85 of 230,0.4,0.36,0,0,0,0,172,6,0.4,0.37,1.0,0.35,0,0.45,0.38,0.34,0,0.45,1.0,0.71,0.47,0.44
Karol Rosa,Lara Procopio,1,0,171,165,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00,2c104b7e59a72629,W,L,3 Rnd (5-5-5),Thomas Fan,Garth Harriman28 - 29.Howard Hughes27 - 30.Albert Shen29 - 28.,171 of 351,165 of 290,0.48,0.56,0,0,0,0,64,22,0.41,0.5,0.69,0.87,0.75,0.97,0.48,0.56,0.64,0.78,0.71,0,0.49,0.57
Stipe Miocic,Daniel Cormier,1,0,123,181,1,1,0,0,Heavyweight,KO/TKO Punches,4,4:09,70167689d6a01793,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,181 of 263,123 of 229,0.68,0.53,0,0,0,0,182,90,0.67,0.46,1.0,0.9,0.91,0.91,0.67,0.52,0.78,0.68,0.78,0.33,0.73,0.55
Nate Diaz,Anthony Pettis,1,0,114,69,1,0,0,1,Welterweight,U-DEC,3,5:00,70167689d6a01793,L,W,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy27 - 30.Derek Cleary27 - 30.Guilherme Bravo28 - 29.,69 of 133,114 of 201,0.51,0.56,1,0,2,1,109,359,0.49,0.55,0.83,0.7,0.5,0.67,0.45,0.47,0.74,0.68,0.75,0.69,0.56,0.67
Paulo Costa,Yoel Romero,1,1,118,125,0,1,0,0,Middleweight,U-DEC,3,5:00,70167689d6a01793,L,W,3 Rnd (5-5-5),Jason Herzog,Mike Bell28 - 29.Ron McCarthy28 - 29.Guilherme Bravo28 - 29.,125 of 284,118 of 213,0.44,0.55,0,0,0,0,12,6,0.39,0.45,0.55,0.79,0.9,0.71,0.43,0.54,0.88,1.0,0,0.5,0.44,0.55
Sodiq Yusuff,Gabriel Benitez,1,0,34,24,0,0,0,0,Featherweight,KO/TKO Punch,1,4:14,70167689d6a01793,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,24 of 72,34 of 79,0.33,0.43,0,0,0,0,0,4,0.2,0.36,0.5,1.0,1.0,1.0,0.33,0.42,0,0.0,0,0.57,0.33,0.43
Derek Brunson,Ian Heinisch,0,0,81,58,2,0,0,0,Middleweight,U-DEC,3,5:00,70167689d6a01793,W,L,3 Rnd (5-5-5),Mike Beltran,Mike Bell28 - 29.Derek Cleary28 - 29.Guilherme Bravo28 - 29.,81 of 185,58 of 143,0.43,0.4,0,0,0,0,133,0,0.36,0.32,0.7,0.7,0.67,0.83,0.41,0.38,0.78,0.67,0.83,1.0,0.49,0.43
Khama Worthy,Devonte Smith,1,0,21,15,0,0,0,0,Lightweight,KO/TKO Punch,1,4:15,70167689d6a01793,L,W,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,15 of 27,21 of 51,0.55,0.41,0,0,0,0,0,2,0.23,0.3,0.67,0.4,0.91,0.62,0.56,0.39,0,0,0,0.6,0.56,0.41
Cory Sandhagen,Raphael Assuncao,0,0,62,45,0,4,0,0,Bantamweight,U-DEC,3,5:00,70167689d6a01793,L,W,3 Rnd (5-5-5),Frank Trigg,Mike Bell27 - 30.Ron McCarthy27 - 30.Luis Cobian28 - 29.,45 of 81,62 of 116,0.55,0.53,0,0,0,1,130,226,0.3,0.34,1.0,0.76,0.91,0.82,0.46,0.51,0.92,0.75,1.0,1.0,0.63,0.58
Drakkar Klose,Christos Giagos,0,0,99,87,2,2,0,1,Lightweight,U-DEC,3,5:00,70167689d6a01793,L,W,3 Rnd (5-5-5),George Allen,Ron McCarthy28 - 29.Luis Cobian28 - 29.Guilherme Bravo28 - 29.,87 of 155,99 of 160,0.56,0.61,1,0,0,0,199,222,0.47,0.49,0.88,0.97,0.6,0.88,0.54,0.42,0.7,0.95,0.4,0.81,0.61,0.71
Casey Kenney,Manny Bermudez,0,0,43,37,2,3,1,0,Catch Weight,U-DEC,3,5:00,70167689d6a01793,L,W,3 Rnd (5-5-5),Frank Trigg,Ron McCarthy28 - 29.Derek Cleary28 - 29.Guilherme Bravo28 - 29.,37 of 59,43 of 69,0.62,0.62,0,1,1,1,370,320,0.62,0.5,0.67,0.71,0,0.92,0.51,0.53,1.0,0.86,0.93,0.85,0.71,0.66
Hannah Cifers,Jodie Esquibel,0,0,70,43,1,3,1,0,Women's Strawweight,U-DEC,3,5:00,70167689d6a01793,W,L,3 Rnd (5-5-5),Jason Herzog,Mike Bell28 - 29.Luis Cobian27 - 30.Guilherme Bravo27 - 30.,70 of 164,43 of 130,0.42,0.33,1,0,0,0,11,194,0.32,0.26,0.75,0.7,0.76,0,0.41,0.32,0.5,0.38,0.67,0.67,0.54,0.44
Kyung Ho Kang,Brandon Davis,1,0,50,77,3,1,0,0,Bantamweight,S-DEC,3,5:00,70167689d6a01793,W,L,3 Rnd (5-5-5),George Allen,Luis Cobian29 - 28.Derek Cleary28 - 29.Ron McCarthy28 - 29.,50 of 101,77 of 187,0.49,0.41,0,0,0,0,380,24,0.48,0.25,1.0,0.85,0.75,0.68,0.47,0.38,0,0.67,0.67,0.61,0.67,0.49
Sabina Mazo,Shana Dobson,0,0,108,33,4,0,0,0,Women's Flyweight,U-DEC,3,5:00,70167689d6a01793,W,L,3 Rnd (5-5-5),Frank Trigg,Luis Cobian24 - 30.Ron McCarthy25 - 30.Mike Bell25 - 30.,108 of 171,33 of 99,0.63,0.33,0,0,0,0,650,5,0.5,0.25,0.83,0.61,0.69,0.5,0.52,0.2,0.69,0.65,0.84,0.8,0.68,0.58
Valentina Shevchenko,Liz Carmouche,0,0,42,18,1,0,0,0,Women's Flyweight,U-DEC,5,5:00,e5d03e4d966126bd,W,L,5 Rnd (5-5-5-5-5),Keith Peterson,Guilherme Bravo45 - 50.Eric Colon45 - 50.Tony Weeks45 - 50.,42 of 115,18 of 76,0.36,0.23,0,0,0,0,469,0,0.22,0.03,0.33,0.57,0.73,0.45,0.36,0.23,1.0,1.0,0.38,0,0.53,0.69
Vicente Luque,Mike Perry,0,0,84,87,0,0,1,0,Welterweight,S-DEC,3,5:00,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Eduardo Herdy,Guilherme Bravo29 - 28.Eric Colon28 - 29.Joseph Terrell28 - 29.,84 of 179,87 of 175,0.46,0.49,1,0,0,0,0,199,0.34,0.41,0.67,0.65,0.78,0.87,0.47,0.48,1.0,0.67,0,0,0.47,0.57
Eduardo Garagorri,Humberto Bandenay,0,0,65,32,1,4,0,0,Featherweight,U-DEC,3,5:00,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Osiris Maia,Tony Weeks27 - 30.Phillipe Iorio27 - 30.Joseph Terrell27 - 30.,65 of 115,32 of 71,0.56,0.45,0,0,0,0,129,213,0.55,0.37,0.52,1.0,0.8,0,0.52,0.4,0.8,1.0,1.0,0,0.57,0.6
Volkan Oezdemir,Ilir Latifi,2,0,64,18,0,1,0,0,Light Heavyweight,KO/TKO Punch,2,4:31,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,64 of 137,18 of 60,0.46,0.3,0,0,0,0,25,67,0.39,0.3,0.79,0.33,1.0,0,0.43,0.3,0.6,0.25,0.71,0,0.55,0.32
Rodolfo Vieira,Oskar Piechota,0,0,18,22,3,0,1,0,Middleweight,SUB Arm Triangle,2,4:26,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Osiris Maia,Arm Triangle From Side Control,18 of 39,22 of 43,0.46,0.51,1,0,0,0,331,0,0.44,0.53,0.5,0.43,1.0,0,0.31,0.3,1.0,0.86,0.55,1.0,0.6,0.67
Enrique Barzola,Bobby Moffett,0,0,83,90,3,0,0,0,Featherweight,S-DEC,3,5:00,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Fernando Portella,Eric Colon29 - 28.Phillipe Iorio27 - 30.Joseph Terrell28 - 29.,83 of 239,90 of 236,0.34,0.38,0,0,0,0,41,24,0.26,0.3,0.75,0.66,1.0,0.81,0.35,0.38,0.25,0.4,0,0,0.36,0.4
Gilbert Burns,Aleksei Kunchenko,0,0,42,47,3,0,0,0,Welterweight,U-DEC,3,5:00,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Keith Peterson,Guilherme Bravo28 - 29.Phillipe Iorio28 - 29.Eric Colon28 - 29.,42 of 83,47 of 102,0.5,0.46,0,0,0,0,418,28,0.41,0.32,0.53,0.41,0.86,0.91,0.47,0.39,0.5,0.92,0.67,0.6,0.59,0.67
Ciryl Gane,Raphael Pessoa,0,0,15,7,0,0,1,0,Heavyweight,SUB Arm Triangle,1,4:12,e5d03e4d966126bd,W,L,3 Rnd (5-5-5),Eduardo Herdy,Arm Triangle From Side Control,15 of 22,7 of 41,0.68,0.17,1,0,0,0,33,0,0.54,0.14,0.8,0.67,1.0,0.0,0.74,0.16,1.0,0.25,0.0,0,0.71,0.21
